,Domain,Phylum,Class,Order,Family,Genus,species,FamGenSpASV,PhyOrdFam
ASV906,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Asticcacaulis,uncultured_bacterium,Caulobacterales; Caulobacteraceae; Asticcacaulis; uncultured_bacterium; ASV906,Proteobacteria; Caulobacterales; Caulobacteraceae
ASV907,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus_suis,Lactobacillales; Streptococcaceae; Streptococcus; Streptococcus_suis; ASV907,Firmicutes; Lactobacillales; Streptococcaceae
ASV908,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Methyloligellaceae,,,Rhizobiales; Methyloligellaceae; ASV908,Proteobacteria; Rhizobiales; Methyloligellaceae
ASV909,Bacteria,Spirochaetota,Spirochaetia,Spirochaetales,Spirochaetaceae,Treponema,uncultured_bacterium,Spirochaetales; Spirochaetaceae; Treponema; uncultured_bacterium; ASV909,Spirochaetota; Spirochaetales; Spirochaetaceae
ASV910,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,,Bacillales; Bacillaceae; Bacillus; ASV910,Firmicutes; Bacillales; Bacillaceae
ASV911,Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Microbacteriaceae,Pseudoclavibacter,,Micrococcales; Microbacteriaceae; Pseudoclavibacter; ASV911,Actinobacteriota; Micrococcales; Microbacteriaceae
ASV912,Bacteria,Proteobacteria,Alphaproteobacteria,Reyranellales,Reyranellaceae,Reyranella,metagenome,Reyranellales; Reyranellaceae; Reyranella; metagenome; ASV912,Proteobacteria; Reyranellales; Reyranellaceae
ASV913,Bacteria,Proteobacteria,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,Acidiphilium,,Acetobacterales; Acetobacteraceae; Acidiphilium; ASV913,Proteobacteria; Acetobacterales; Acetobacteraceae
ASV914,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,,,Rhizobiales; Xanthobacteraceae; ASV914,Proteobacteria; Rhizobiales; Xanthobacteraceae
ASV915,Bacteria,Planctomycetota,Planctomycetes,Isosphaerales,Isosphaeraceae,Tundrisphaera,uncultured_bacterium,Isosphaerales; Isosphaeraceae; Tundrisphaera; uncultured_bacterium; ASV915,Planctomycetota; Isosphaerales; Isosphaeraceae
ASV916,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,,,Burkholderiales; Comamonadaceae; ASV916,Proteobacteria; Burkholderiales; Comamonadaceae
ASV917,Bacteria,Actinobacteriota,Thermoleophilia,Solirubrobacterales,Solirubrobacteraceae,Conexibacter,,Solirubrobacterales; Solirubrobacteraceae; Conexibacter; ASV917,Actinobacteriota; Solirubrobacterales; Solirubrobacteraceae
ASV918,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,,Pseudomonadales; Moraxellaceae; Acinetobacter; ASV918,Proteobacteria; Pseudomonadales; Moraxellaceae
ASV919,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Blastomonas,,Sphingomonadales; Sphingomonadaceae; Blastomonas; ASV919,Proteobacteria; Sphingomonadales; Sphingomonadaceae
ASV920,Bacteria,Firmicutes,Clostridia,Oscillospirales,Oscillospiraceae,Sporobacter,,Oscillospirales; Oscillospiraceae; Sporobacter; ASV920,Firmicutes; Oscillospirales; Oscillospiraceae
ASV921,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium_sensu_stricto_5,Clostridium_sp.,Clostridiales; Clostridiaceae; Clostridium_sensu_stricto_5; Clostridium_sp.; ASV921,Firmicutes; Clostridiales; Clostridiaceae
ASV922,Bacteria,Cyanobacteria,Cyanobacteriia,Cyanobacteriales,Phormidiaceae,Tychonema_CCAP_1459-11B,,Cyanobacteriales; Phormidiaceae; Tychonema_CCAP_1459-11B; ASV922,Cyanobacteria; Cyanobacteriales; Phormidiaceae
ASV923,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium_sensu_stricto_1,,Clostridiales; Clostridiaceae; Clostridium_sensu_stricto_1; ASV923,Firmicutes; Clostridiales; Clostridiaceae
ASV924,Bacteria,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,Gemmata,Gemmata_sp.,Gemmatales; Gemmataceae; Gemmata; Gemmata_sp.; ASV924,Planctomycetota; Gemmatales; Gemmataceae
ASV925,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,Sphingobacteriaceae,Mucilaginibacter,,Sphingobacteriales; Sphingobacteriaceae; Mucilaginibacter; ASV925,Bacteroidota; Sphingobacteriales; Sphingobacteriaceae
ASV926,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,,,Clostridiales; Clostridiaceae; ASV926,Firmicutes; Clostridiales; Clostridiaceae
ASV927,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,,,Sphingomonadales; Sphingomonadaceae; ASV927,Proteobacteria; Sphingomonadales; Sphingomonadaceae
ASV928,Bacteria,Chloroflexi,Ktedonobacteria,Ktedonobacterales,Ktedonobacteraceae,,uncultured_Ktedobacteria,Ktedonobacterales; Ktedonobacteraceae; uncultured_Ktedobacteria; ASV928,Chloroflexi; Ktedonobacterales; Ktedonobacteraceae
ASV929,Bacteria,Actinobacteriota,Actinobacteria,Propionibacteriales,Nocardioidaceae,Nocardioides,,Propionibacteriales; Nocardioidaceae; Nocardioides; ASV929,Actinobacteriota; Propionibacteriales; Nocardioidaceae
ASV930,Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Microbacteriaceae,Leucobacter,Leucobacter_sp.,Micrococcales; Microbacteriaceae; Leucobacter; Leucobacter_sp.; ASV930,Actinobacteriota; Micrococcales; Microbacteriaceae
ASV931,Bacteria,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Cellvibrionaceae,Cellvibrio,uncultured_Cellvibrio,Cellvibrionales; Cellvibrionaceae; Cellvibrio; uncultured_Cellvibrio; ASV931,Proteobacteria; Cellvibrionales; Cellvibrionaceae
ASV932,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,,,Rhizobiales; Beijerinckiaceae; ASV932,Proteobacteria; Rhizobiales; Beijerinckiaceae
ASV933,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,Hyphomicrobium,,Rhizobiales; Hyphomicrobiaceae; Hyphomicrobium; ASV933,Proteobacteria; Rhizobiales; Hyphomicrobiaceae
ASV934,Bacteria,Myxococcota,Myxococcia,Myxococcales,Myxococcaceae,P3OB-42,uncultured_bacterium,Myxococcales; Myxococcaceae; P3OB-42; uncultured_bacterium; ASV934,Myxococcota; Myxococcales; Myxococcaceae
ASV935,Bacteria,Proteobacteria,Alphaproteobacteria,Reyranellales,Reyranellaceae,Reyranella,,Reyranellales; Reyranellaceae; Reyranella; ASV935,Proteobacteria; Reyranellales; Reyranellaceae
ASV936,Bacteria,Proteobacteria,Gammaproteobacteria,Coxiellales,Coxiellaceae,Coxiella,,Coxiellales; Coxiellaceae; Coxiella; ASV936,Proteobacteria; Coxiellales; Coxiellaceae
ASV937,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,,Sphingomonadales; Sphingomonadaceae; Sphingomonas; ASV937,Proteobacteria; Sphingomonadales; Sphingomonadaceae
ASV938,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Jannaschia,,Rhodobacterales; Rhodobacteraceae; Jannaschia; ASV938,Proteobacteria; Rhodobacterales; Rhodobacteraceae
ASV939,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,,Bacteroidales; Prevotellaceae; Prevotella; ASV939,Bacteroidota; Bacteroidales; Prevotellaceae
ASV940,Bacteria,Firmicutes,Bacilli,Lactobacillales,,,,Lactobacillales; ASV940,Firmicutes; Lactobacillales
ASV941,Bacteria,Planctomycetota,Planctomycetes,Isosphaerales,Isosphaeraceae,,uncultured_bacterium,Isosphaerales; Isosphaeraceae; uncultured_bacterium; ASV941,Planctomycetota; Isosphaerales; Isosphaeraceae
ASV942,Bacteria,Armatimonadota,Armatimonadia,Armatimonadales,Armatimonadales,Armatimonadales,uncultured_soil,Armatimonadales; Armatimonadales; Armatimonadales; uncultured_soil; ASV942,Armatimonadota; Armatimonadales; Armatimonadales
ASV943,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Mesorhizobium,,Rhizobiales; Rhizobiaceae; Mesorhizobium; ASV943,Proteobacteria; Rhizobiales; Rhizobiaceae
ASV944,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,Pirellula,bacterium_enrichment,Pirellulales; Pirellulaceae; Pirellula; bacterium_enrichment; ASV944,Planctomycetota; Pirellulales; Pirellulaceae
ASV945,Bacteria,Actinobacteriota,Actinobacteria,Frankiales,,,,Frankiales; ASV945,Actinobacteriota; Frankiales
ASV946,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,Hyphomicrobium,,Rhizobiales; Hyphomicrobiaceae; Hyphomicrobium; ASV946,Proteobacteria; Rhizobiales; Hyphomicrobiaceae
ASV947,Bacteria,Proteobacteria,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,,,Acetobacterales; Acetobacteraceae; ASV947,Proteobacteria; Acetobacterales; Acetobacteraceae
ASV948,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Novosphingobium,,Sphingomonadales; Sphingomonadaceae; Novosphingobium; ASV948,Proteobacteria; Sphingomonadales; Sphingomonadaceae
ASV949,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,1174-901-12,uncultured_bacterium,Rhizobiales; Beijerinckiaceae; 1174-901-12; uncultured_bacterium; ASV949,Proteobacteria; Rhizobiales; Beijerinckiaceae
ASV950,Bacteria,Actinobacteriota,Actinobacteria,Kineosporiales,Kineosporiaceae,Quadrisphaera,uncultured_bacterium,Kineosporiales; Kineosporiaceae; Quadrisphaera; uncultured_bacterium; ASV950,Actinobacteriota; Kineosporiales; Kineosporiaceae
ASV951,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Oceanobacillus,uncultured_bacterium,Bacillales; Bacillaceae; Oceanobacillus; uncultured_bacterium; ASV951,Firmicutes; Bacillales; Bacillaceae
ASV952,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,,uncultured_Planctomycetaceae,Pirellulales; Pirellulaceae; uncultured_Planctomycetaceae; ASV952,Planctomycetota; Pirellulales; Pirellulaceae
ASV953,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,Prevotella_timonensis,Bacteroidales; Prevotellaceae; Prevotella; Prevotella_timonensis; ASV953,Bacteroidota; Bacteroidales; Prevotellaceae
ASV954,Bacteria,Actinobacteriota,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Pseudonocardia,,Pseudonocardiales; Pseudonocardiaceae; Pseudonocardia; ASV954,Actinobacteriota; Pseudonocardiales; Pseudonocardiaceae
ASV955,Bacteria,Proteobacteria,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,,,Acetobacterales; Acetobacteraceae; ASV955,Proteobacteria; Acetobacterales; Acetobacteraceae
ASV956,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Devosiaceae,,,Rhizobiales; Devosiaceae; ASV956,Proteobacteria; Rhizobiales; Devosiaceae
ASV957,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Legionellaceae,Legionella,Legionella_sp.,Legionellales; Legionellaceae; Legionella; Legionella_sp.; ASV957,Proteobacteria; Legionellales; Legionellaceae
ASV958,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Caulobacter,,Caulobacterales; Caulobacteraceae; Caulobacter; ASV958,Proteobacteria; Caulobacterales; Caulobacteraceae
ASV959,Bacteria,Chloroflexi,Chloroflexia,Thermomicrobiales,JG30-KF-CM45,JG30-KF-CM45,uncultured_soil,Thermomicrobiales; JG30-KF-CM45; JG30-KF-CM45; uncultured_soil; ASV959,Chloroflexi; Thermomicrobiales; JG30-KF-CM45
ASV960,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Alcaligenaceae,Verticiella,uncultured_bacterium,Burkholderiales; Alcaligenaceae; Verticiella; uncultured_bacterium; ASV960,Proteobacteria; Burkholderiales; Alcaligenaceae
ASV961,Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria_Incertae_Sedis,,Candidatus_Ovatusbacter,,Gammaproteobacteria_Incertae_Sedis; Candidatus_Ovatusbacter; ASV961,Proteobacteria; Gammaproteobacteria_Incertae_Sedis
ASV962,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Dysgonomonadaceae,Dysgonomonas,uncultured_Porphyromonadaceae,Bacteroidales; Dysgonomonadaceae; Dysgonomonas; uncultured_Porphyromonadaceae; ASV962,Bacteroidota; Bacteroidales; Dysgonomonadaceae
ASV963,Bacteria,Firmicutes,Bacilli,Erysipelotrichales,Erysipelotrichaceae,ZOR0006,uncultured_bacterium,Erysipelotrichales; Erysipelotrichaceae; ZOR0006; uncultured_bacterium; ASV963,Firmicutes; Erysipelotrichales; Erysipelotrichaceae
ASV964,Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Demequinaceae,,,Micrococcales; Demequinaceae; ASV964,Actinobacteriota; Micrococcales; Demequinaceae
ASV965,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,Hyphomicrobium,,Rhizobiales; Hyphomicrobiaceae; Hyphomicrobium; ASV965,Proteobacteria; Rhizobiales; Hyphomicrobiaceae
ASV966,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Methyloligellaceae,,,Rhizobiales; Methyloligellaceae; ASV966,Proteobacteria; Rhizobiales; Methyloligellaceae
ASV967,Bacteria,Actinobacteriota,Thermoleophilia,Solirubrobacterales,67-14,67-14,uncultured_soil,Solirubrobacterales; 67-14; 67-14; uncultured_soil; ASV967,Actinobacteriota; Solirubrobacterales; 67-14
ASV968,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium_sensu_stricto_1,,Clostridiales; Clostridiaceae; Clostridium_sensu_stricto_1; ASV968,Firmicutes; Clostridiales; Clostridiaceae
ASV969,Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Micrococcaceae,Kocuria,,Micrococcales; Micrococcaceae; Kocuria; ASV969,Actinobacteriota; Micrococcales; Micrococcaceae
ASV970,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,,,Burkholderiales; Comamonadaceae; ASV970,Proteobacteria; Burkholderiales; Comamonadaceae
ASV971,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,Hyphomicrobium,,Rhizobiales; Hyphomicrobiaceae; Hyphomicrobium; ASV971,Proteobacteria; Rhizobiales; Hyphomicrobiaceae
ASV972,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Oxalobacteraceae,Janthinobacterium,,Burkholderiales; Oxalobacteraceae; Janthinobacterium; ASV972,Proteobacteria; Burkholderiales; Oxalobacteraceae
ASV973,Bacteria,Planctomycetota,Planctomycetes,Isosphaerales,Isosphaeraceae,Tundrisphaera,uncultured_bacterium,Isosphaerales; Isosphaeraceae; Tundrisphaera; uncultured_bacterium; ASV973,Planctomycetota; Isosphaerales; Isosphaeraceae
ASV974,Bacteria,Actinobacteriota,Acidimicrobiia,,,,uncultured_Acidimicrobiia,uncultured_Acidimicrobiia; ASV974,Actinobacteriota
ASV975,Bacteria,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,,,Gemmatales; Gemmataceae; ASV975,Planctomycetota; Gemmatales; Gemmataceae
ASV976,Bacteria,Actinobacteriota,Actinobacteria,Frankiales,Frankiaceae,Jatrophihabitans,Jatrophihabitans_sp.,Frankiales; Frankiaceae; Jatrophihabitans; Jatrophihabitans_sp.; ASV976,Actinobacteriota; Frankiales; Frankiaceae
ASV977,Bacteria,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,Fimbriiglobus,uncultured_planctomycete,Gemmatales; Gemmataceae; Fimbriiglobus; uncultured_planctomycete; ASV977,Planctomycetota; Gemmatales; Gemmataceae
ASV978,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,,uncultured_endolithic,Rhizobiales; Beijerinckiaceae; uncultured_endolithic; ASV978,Proteobacteria; Rhizobiales; Beijerinckiaceae
ASV979,Bacteria,Planctomycetota,Planctomycetes,Isosphaerales,Isosphaeraceae,,,Isosphaerales; Isosphaeraceae; ASV979,Planctomycetota; Isosphaerales; Isosphaeraceae
ASV980,Bacteria,Actinobacteriota,Actinobacteria,Corynebacteriales,Corynebacteriaceae,Corynebacterium,,Corynebacteriales; Corynebacteriaceae; Corynebacterium; ASV980,Actinobacteriota; Corynebacteriales; Corynebacteriaceae
ASV981,Bacteria,Campilobacterota,Campylobacteria,Campylobacterales,Arcobacteraceae,,,Campylobacterales; Arcobacteraceae; ASV981,Campilobacterota; Campylobacterales; Arcobacteraceae
ASV982,Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria_Incertae_Sedis,,Marinicella,uncultured_gamma,Gammaproteobacteria_Incertae_Sedis; Marinicella; uncultured_gamma; ASV982,Proteobacteria; Gammaproteobacteria_Incertae_Sedis
ASV983,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Psychrobacter,Psychrobacter_immobilis,Pseudomonadales; Moraxellaceae; Psychrobacter; Psychrobacter_immobilis; ASV983,Proteobacteria; Pseudomonadales; Moraxellaceae
ASV984,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,,,Rhizobiales; Xanthobacteraceae; ASV984,Proteobacteria; Rhizobiales; Xanthobacteraceae
ASV985,Bacteria,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,,uncultured_bacterium,Gemmatales; Gemmataceae; uncultured_bacterium; ASV985,Planctomycetota; Gemmatales; Gemmataceae
ASV986,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,,,Sphingomonadales; Sphingomonadaceae; ASV986,Proteobacteria; Sphingomonadales; Sphingomonadaceae
ASV987,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,,,Rhizobiales; Beijerinckiaceae; ASV987,Proteobacteria; Rhizobiales; Beijerinckiaceae
ASV988,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Devosiaceae,Devosia,,Rhizobiales; Devosiaceae; Devosia; ASV988,Proteobacteria; Rhizobiales; Devosiaceae
ASV989,Bacteria,Planctomycetota,Planctomycetes,Isosphaerales,Isosphaeraceae,Aquisphaera,uncultured_bacterium,Isosphaerales; Isosphaeraceae; Aquisphaera; uncultured_bacterium; ASV989,Planctomycetota; Isosphaerales; Isosphaeraceae
ASV990,Bacteria,Firmicutes,Bacilli,Paenibacillales,Paenibacillaceae,Paenibacillus,,Paenibacillales; Paenibacillaceae; Paenibacillus; ASV990,Firmicutes; Paenibacillales; Paenibacillaceae
ASV991,Bacteria,Actinobacteriota,Thermoleophilia,Solirubrobacterales,Solirubrobacteraceae,Solirubrobacter,,Solirubrobacterales; Solirubrobacteraceae; Solirubrobacter; ASV991,Actinobacteriota; Solirubrobacterales; Solirubrobacteraceae
ASV992,Bacteria,Firmicutes,Bacilli,Brevibacillales,Brevibacillaceae,Brevibacillus,Brevibacillus_thermoruber,Brevibacillales; Brevibacillaceae; Brevibacillus; Brevibacillus_thermoruber; ASV992,Firmicutes; Brevibacillales; Brevibacillaceae
ASV993,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Arenimonas,uncultured_gamma,Xanthomonadales; Xanthomonadaceae; Arenimonas; uncultured_gamma; ASV993,Proteobacteria; Xanthomonadales; Xanthomonadaceae
ASV994,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,,,Pirellulales; Pirellulaceae; ASV994,Planctomycetota; Pirellulales; Pirellulaceae
ASV995,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Halomonadaceae,Halomonas,,Oceanospirillales; Halomonadaceae; Halomonas; ASV995,Proteobacteria; Oceanospirillales; Halomonadaceae
ASV996,Bacteria,Planctomycetota,Planctomycetes,Isosphaerales,Isosphaeraceae,,,Isosphaerales; Isosphaeraceae; ASV996,Planctomycetota; Isosphaerales; Isosphaeraceae
ASV997,Bacteria,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,,uncultured_bacterium,Gemmatales; Gemmataceae; uncultured_bacterium; ASV997,Planctomycetota; Gemmatales; Gemmataceae
ASV998,Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Microbacteriaceae,Leucobacter,metagenome,Micrococcales; Microbacteriaceae; Leucobacter; metagenome; ASV998,Actinobacteriota; Micrococcales; Microbacteriaceae
ASV999,Bacteria,Proteobacteria,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,Craurococcus-Caldovatus,uncultured_bacterium,Acetobacterales; Acetobacteraceae; Craurococcus-Caldovatus; uncultured_bacterium; ASV999,Proteobacteria; Acetobacterales; Acetobacteraceae
ASV1000,Bacteria,Proteobacteria,Alphaproteobacteria,Paracaedibacterales,Paracaedibacteraceae,Candidatus_Paracaedibacter,metagenome,Paracaedibacterales; Paracaedibacteraceae; Candidatus_Paracaedibacter; metagenome; ASV1000,Proteobacteria; Paracaedibacterales; Paracaedibacteraceae
ASV1001,Bacteria,Firmicutes,Bacilli,Lactobacillales,Aerococcaceae,Eremococcus,uncultured_bacterium,Lactobacillales; Aerococcaceae; Eremococcus; uncultured_bacterium; ASV1001,Firmicutes; Lactobacillales; Aerococcaceae
ASV1002,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,bacterium_815Y,Sphingomonadales; Sphingomonadaceae; Sphingomonas; bacterium_815Y; ASV1002,Proteobacteria; Sphingomonadales; Sphingomonadaceae
ASV1003,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Cupriavidus,,Burkholderiales; Burkholderiaceae; Cupriavidus; ASV1003,Proteobacteria; Burkholderiales; Burkholderiaceae
ASV1004,Bacteria,Actinobacteriota,Actinobacteria,Streptosporangiales,Nocardiopsaceae,Nocardiopsis,Nocardiopsis_sp.,Streptosporangiales; Nocardiopsaceae; Nocardiopsis; Nocardiopsis_sp.; ASV1004,Actinobacteriota; Streptosporangiales; Nocardiopsaceae
ASV1005,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,,,Burkholderiales; Comamonadaceae; ASV1005,Proteobacteria; Burkholderiales; Comamonadaceae
ASV1006,Bacteria,Verrucomicrobiota,Chlamydiae,Chlamydiales,Chlamydiaceae,Chlamydiaceae,metagenome,Chlamydiales; Chlamydiaceae; Chlamydiaceae; metagenome; ASV1006,Verrucomicrobiota; Chlamydiales; Chlamydiaceae
ASV1007,Bacteria,Actinobacteriota,Acidimicrobiia,Microtrichales,,,,Microtrichales; ASV1007,Actinobacteriota; Microtrichales
ASV1008,Bacteria,Actinobacteriota,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces,,Streptomycetales; Streptomycetaceae; Streptomyces; ASV1008,Actinobacteriota; Streptomycetales; Streptomycetaceae
